image,caption,captions_number,id
1819261140_6c022f4b1d.jpg,a man sitting at a table with a scary mask covering his face,3743,748
1819261140_6c022f4b1d.jpg,"A person at a table , dressed in a black costume .",3744,748
1821238649_2fda79d6d7.jpg,A girl dressed as a devil stands in front of a lighted object on a city street .,3745,749
1821238649_2fda79d6d7.jpg,A girl is dressed up in a red devil outfit .,3746,749
1821238649_2fda79d6d7.jpg,A woman in a ' devil ' outfit standing in front of a fountain .,3747,749
1821238649_2fda79d6d7.jpg,A woman in a red devil costume in front of a fountain .,3748,749
1821238649_2fda79d6d7.jpg,A woman wears a devil costume and poses in front of a fountain .,3749,749
182493240_40410254b0.jpg,Two men raise their arms atop a snowy mountain .,3750,750
182493240_40410254b0.jpg,Two people jumping up with snow covered mountains in the background .,3751,750
182493240_40410254b0.jpg,Two people kneel on the snow and raise their arms with mountains behind them .,3752,750
182493240_40410254b0.jpg,Two people raise their arms on a snowy hill in the mountains .,3753,750
182493240_40410254b0.jpg,two snowboarders throw up their hands .,3754,750
1827560917_c8d3c5627f.jpg,A dog with a few leashes and a vest on pulls at something with its mouth .,3755,751
1827560917_c8d3c5627f.jpg,A dog with a harness and a toy its mouth .,3756,751
1827560917_c8d3c5627f.jpg,A dog with a reflective harness looks at the camera .,3757,751
1827560917_c8d3c5627f.jpg,A dog with a toy in its mouth eyes the camera .,3758,751
1827560917_c8d3c5627f.jpg,A small black and white dog in a harness is looking at the camera,3759,751
1835511273_790eaae6e6.jpg,A man dressed in a red outfit .,3760,752
1835511273_790eaae6e6.jpg,A man in a red suit and a red mask stands beside another costumed man .,3761,752
1835511273_790eaae6e6.jpg,A man wearing a red costume stands near others .,3762,752
1835511273_790eaae6e6.jpg,The guy is wearing a red and black outfit with a matching mask .,3763,752
1835511273_790eaae6e6.jpg,The man is wearing a red outfit and red mask stands in front of another man in urban camouflage .,3764,752
1836335410_de8313a64e.jpg,A man dressed in brown holding a light saber .,3765,753
1836335410_de8313a64e.jpg,a man wearing a black outfit holding on to a glowing sword .,3766,753
1836335410_de8313a64e.jpg,Man dressed up in black and brown and holding a white light saber .,3767,753
1836335410_de8313a64e.jpg,The man holds a light Sabre .,3768,753
1836335410_de8313a64e.jpg,The man is playing with his Star Wars light sword .,3769,753
1837976956_3c45d0f9b8.jpg,A girl in a polka dot dress singing into a microphone .,3770,754
1837976956_3c45d0f9b8.jpg,A woman in a polka dot top is singing into a microphone .,3771,754
1837976956_3c45d0f9b8.jpg,A woman sings into a microphone with a guitar player in the background .,3772,754
1837976956_3c45d0f9b8.jpg,A woman with black hair wearing a black and white polka-dot dress is singing into a microphone .,3773,754
1837976956_3c45d0f9b8.jpg,A young woman stands singing at a microphone while a man behind her holds a guitar .,3774,754
185057637_e8ada37343.jpg,A group of five people stand outdoors .,3775,755
185057637_e8ada37343.jpg,Five people in back shirts stand in front of a small object in a grove of trees .,3776,755
185057637_e8ada37343.jpg,"Five people , wearing dark blue shirts , give a presentation outdoors .",3777,755
185057637_e8ada37343.jpg,Four men and one woman in black shirts stand in a park .,3778,755
185057637_e8ada37343.jpg,One woman and four men wearing black shirts standing on the grass in the shade .,3779,755
1858963639_4588cd4be9.jpg,A girl with a red helmet carying a lot of rope .,3780,756
1858963639_4588cd4be9.jpg,A smiling woman wearing a red hardhat has a long length of rope around her shoulders .,3781,756
1858963639_4588cd4be9.jpg,A woman wearing a red helmet is holding a rope and smiling .,3782,756
1858963639_4588cd4be9.jpg,A woman with a helmet and climbing rope smiles at the camera .,3783,756
1858963639_4588cd4be9.jpg,The smiling woman in the red helmet is outdoors holding a very long rope .,3784,756
185972340_781d60ccfd.jpg,A man drives a green jeep over a few jagged rocks .,3785,757
185972340_781d60ccfd.jpg,A man drives a jeep over rough rocks .,3786,757
185972340_781d60ccfd.jpg,A man driving a green jeep is crossing over large rocks .,3787,757
185972340_781d60ccfd.jpg,A man is driving a green tractor-like vehicle over rocks .,3788,757
185972340_781d60ccfd.jpg,A vehicle climbs on rocks near a forest .,3789,757
1859726819_9a793b3b44.jpg,An upset woman with her makeup streaming down her face from her tears .,3790,758
1859726819_9a793b3b44.jpg,A person wearing a pink jacket who has lots of make-up on walks down a street .,3791,758
1859726819_9a793b3b44.jpg,a woman wearing heavy makeup and a pink jacket is walking past a clothing shop at night .,3792,758
1859726819_9a793b3b44.jpg,"A woman wearing heavy makeup stands in front of a store with a neon sign saying , "" Red Light . """,3793,758
1859726819_9a793b3b44.jpg,A woman with heavy makeup is standing next to a red light sign .,3794,758
1859941832_7faf6e5fa9.jpg,A dog catches a Frisbee as it jumps on the grass .,3795,759
1859941832_7faf6e5fa9.jpg,A pitbull jumps to catch a flying disc .,3796,759
1859941832_7faf6e5fa9.jpg,A white dog has jumped up in the air to catch a Frisbee .,3797,759
1859941832_7faf6e5fa9.jpg,The dog jumps to catch the Frisbee .,3798,759
1859941832_7faf6e5fa9.jpg,The white dog has a grey Frisbee in its mouth .,3799,759
1860543210_47e94cf652.jpg,A guy in gray is walking across the street at night .,3800,760
1860543210_47e94cf652.jpg,"A man walking across a crosswalk with long hair , a green hoodie , and a backpack .",3801,760
1860543210_47e94cf652.jpg,"A man with long hair is making an "" OK "" sign with his hand while he walks down a street .",3802,760
1860543210_47e94cf652.jpg,A man with long hair wearing gray clothes and a backpack .,3803,760
1860543210_47e94cf652.jpg,a young man wearing grey pants and backpack with long brown hair,3804,760
186346360_541047336f.jpg,A girl in a bikini top and shorts poses for a picture on a mountain overlooking a lake .,3805,761
186346360_541047336f.jpg,A girl in a bikini top stands in front of a beautiful view .,3806,761
186346360_541047336f.jpg,A girl in a bikini top with a great view in the background,3807,761
186346360_541047336f.jpg,A woman poses for a picture while in front of a lake .,3808,761
186346360_541047336f.jpg,Woman in white bikini top and blue shorts with body of water in the background .,3809,761
186348874_75b2cf1ec5.jpg,A group of bicyclists riding down a path in an off road race .,3810,762
186348874_75b2cf1ec5.jpg,A group of bikers riding through the woods,3811,762
186348874_75b2cf1ec5.jpg,A group of people are riding bicycles in a race .,3812,762
186348874_75b2cf1ec5.jpg,Bikers race through a forest .,3813,762
186348874_75b2cf1ec5.jpg,Many bicyclists racing along a dirt road .,3814,762
1865794069_6e3a1e57bb.jpg,A blond boy with a navy blue uniform kicks a soccer ball in an open field .,3815,763
1865794069_6e3a1e57bb.jpg,A boy in an all blue uniform kicks a blue soccer ball in a grassy area .,3816,763
1865794069_6e3a1e57bb.jpg,A little boy is playing soccer at a field .,3817,763
1865794069_6e3a1e57bb.jpg,A small child plays with a ball while others relax and converse with one another .,3818,763
1865794069_6e3a1e57bb.jpg,A young boy dressed in blue and white is kicking a soccer ball .,3819,763
186890601_8a6b0f1769.jpg,A man in a maroon bathing suit swings on a rope on a lake .,3820,764
186890601_8a6b0f1769.jpg,A man in red shorts swinging on a rope over a lake .,3821,764
186890601_8a6b0f1769.jpg,A man is swinging on a rope above the water .,3822,764
186890601_8a6b0f1769.jpg,A man is swinging on a rope over water .,3823,764
186890601_8a6b0f1769.jpg,This man is swinging on the rope swing out over the blue water .,3824,764
186890605_ddff5b694e.jpg,A guy in swimming trunks flying on a rope swing above a lake .,3825,765
186890605_ddff5b694e.jpg,A man is rope-swinging off a tree into a lake .,3826,765
186890605_ddff5b694e.jpg,A man is swinging on a rope swing into a lake .,3827,765
186890605_ddff5b694e.jpg,A person uses a rope swing over the water .,3828,765
186890605_ddff5b694e.jpg,There is a man swinging off a rope swing into a lake .,3829,765
1874617189_e85d3f4326.jpg,The three people are squatting by the water .,3830,766
1874617189_e85d3f4326.jpg,Three children bend over to look at the waters edge at a lake .,3831,766
1874617189_e85d3f4326.jpg,Three kids lean into the water edge wearing bright pants .,3832,766
1874617189_e85d3f4326.jpg,Three kids squat down and look at the ground on the shore of a lake .,3833,766
1874617189_e85d3f4326.jpg,Three people squat down on the edge of a lake .,3834,766
1876536922_8fdf8d7028.jpg,Two dogs are running through water carrying a rope and red float in their mouths .,3835,767
1876536922_8fdf8d7028.jpg,Two dogs carry a toy out of the ocean .,3836,767
1876536922_8fdf8d7028.jpg,Two dogs carrying a red toy in their mouths and running in water .,3837,767
1876536922_8fdf8d7028.jpg,Two dogs carry one object while wading in the ocean .,3838,767
1876536922_8fdf8d7028.jpg,Two dogs run through the water and both hold the same toy in their mouths .,3839,767
1881494074_1bebd93089.jpg,"A baby with a pink hat , held by a man in red and a woman in pink .",3840,768
1881494074_1bebd93089.jpg,A man is holding his baby while a woman takes a picture of the baby .,3841,768
1881494074_1bebd93089.jpg,A woman takes a photo of a baby being held by a man .,3842,768
1881494074_1bebd93089.jpg,A woman takes a picture of a baby wearing a pink hat while a man carries her .,3843,768
1881494074_1bebd93089.jpg,Woman is taking a picture of a baby in a pink hat .,3844,768
1884065356_c6c34b4568.jpg,A black dog in the water,3845,769
1884065356_c6c34b4568.jpg,A black dog runs through the water with a ball in its mouth .,3846,769
1884065356_c6c34b4568.jpg,A black laborador with a ball in his mouth coming out of the surf,3847,769
1884065356_c6c34b4568.jpg,"A large , black dog with something in its mouth is coming out of a pool of water .",3848,769
1884065356_c6c34b4568.jpg,The black dog waring a red collar is running through the water with a ball in its mouth .,3849,769
1884727806_d84f209868.jpg,A man and a woman wear mickey mouse ears at an event .,3850,770
1884727806_d84f209868.jpg,A man and woman wearing Mickey Mouse ears stand in a crowd .,3851,770
1884727806_d84f209868.jpg,A man and woman wear Mickey Mouse hats .,3852,770
1884727806_d84f209868.jpg,a man and woman wearing Mickey Mouse ears in a crowd .,3853,770
1884727806_d84f209868.jpg,Two spectators are adorn with Mickey Mouse ears while looking back at an angle from a stadium .,3854,770
1895768965_43cd9d164f.jpg,A black and white dog runs in some leaves .,3855,771
1895768965_43cd9d164f.jpg,a dog sprints across the leaf covered ground .,3856,771
1895768965_43cd9d164f.jpg,A dog with floppy ears runs in a forest in the fall .,3857,771
1895768965_43cd9d164f.jpg,A dog with one ear up runs outside through the fall leaves .,3858,771
1895768965_43cd9d164f.jpg,A white and brown dog is running over orange leaves .,3859,771
1897025969_0c41688fa6.jpg,A black dog and a tan dog fighting .,3860,772
1897025969_0c41688fa6.jpg,A black dog and a white dog are wrestling on the ground .,3861,772
1897025969_0c41688fa6.jpg,A black dog bites a white dog while standing on the sand .,3862,772
1897025969_0c41688fa6.jpg,two dogs fight .,3863,772
1897025969_0c41688fa6.jpg,"Two dogs , one white and one black , play with each other in the sand .",3864,772
189721896_1ffe76d89e.jpg,"A man rock climbs up a very tall cliff , with a blue rope behind him .",3865,773
189721896_1ffe76d89e.jpg,A man wearing a red shirt is climbing up the rock wall .,3866,773
189721896_1ffe76d89e.jpg,"A young man climbs a mountain , another follows below .",3867,773
189721896_1ffe76d89e.jpg,Man scales rock .,3868,773
189721896_1ffe76d89e.jpg,The climber in red is leading climbers up a long rock face .,3869,773
189740668_0b045f1ff2.jpg,A boy does a cartwheel on a rock cliff .,3870,774
189740668_0b045f1ff2.jpg,a man climbs a large rock .,3871,774
189740668_0b045f1ff2.jpg,A man climbs on a steep structure .,3872,774
189740668_0b045f1ff2.jpg,A man climbs up a cliff face with no safety equipment .,3873,774
189740668_0b045f1ff2.jpg,A shirtless man is climbing up a mountainside .,3874,774
1904112245_549e47c8aa.jpg,A dog in the forest .,3875,775
1904112245_549e47c8aa.jpg,A dog standing on a log in a forest .,3876,775
1904112245_549e47c8aa.jpg,A grey colored dog is licking a fallen tree in the forest .,3877,775
1904112245_549e47c8aa.jpg,A grey dog explores a fallen tree in the woods .,3878,775
1904112245_549e47c8aa.jpg,A medium sized dog sniffing in a forest,3879,775
190638179_be9da86589.jpg,A man in a hat stands in front of a gray jeep in dry grass .,3880,776
190638179_be9da86589.jpg,A man in a hat standing outside of his green jeep rangler .,3881,776
190638179_be9da86589.jpg,A man next to his black jeep .,3882,776
190638179_be9da86589.jpg,Man in green shirt and cargo khakis standing next to a green jeep .,3883,776
190638179_be9da86589.jpg,Man standing on a dirt hill next to a black jeep .,3884,776
190965502_0b9ed331d9.jpg,Many of the chairs are empty with only a few people enjoying the sun .,3885,777
190965502_0b9ed331d9.jpg,People are lying on lounge chairs .,3886,777
190965502_0b9ed331d9.jpg,Several people lay out in the sun on white lawn chairs by a body of water .,3887,777
190965502_0b9ed331d9.jpg,Two people are relaxing on a beach amidst lounge chairs,3888,777
190965502_0b9ed331d9.jpg,White lounge chairs are lined up at a resort for sunbathers .,3889,777
191003283_992257f835.jpg,A little blond boy and a young woman in jeans walk through a plaza .,3890,778
191003283_992257f835.jpg,A toddler boy in a red tank top and khaki shorts walks on the European street with a woman in a white top and faded blue jeans .,3891,778
191003283_992257f835.jpg,A woman walks and a little boy walks to the side of her .,3892,778
191003283_992257f835.jpg,A young boy wearing a red shirt stands in the street with his arms open wide .,3893,778
191003283_992257f835.jpg,The baby is wearing a red shirt and walking in a plaza .,3894,778
191003284_1025b0fb7d.jpg,A man helps a little girl ride a bike .,3895,779
191003284_1025b0fb7d.jpg,A man helps a young girl balance on a bicycle that is too big for her .,3896,779
191003284_1025b0fb7d.jpg,A man holding onto a small girl on a bike .,3897,779
191003284_1025b0fb7d.jpg,A man is helping a girl sit on a large bicycle .,3898,779
191003284_1025b0fb7d.jpg,This man is helping a girl in an orange dress onto a bicycle .,3899,779
191003285_edd8d0cf58.jpg,A man and a girl sit on the ground and eat .,3900,780
191003285_edd8d0cf58.jpg,A man and a little girl are sitting on a sidewalk near a blue bag eating .,3901,780
191003285_edd8d0cf58.jpg,A man and young girl eat a meal on a city street .,3902,780
191003285_edd8d0cf58.jpg,A man wearing a black shirt and a girl wearing an orange shirt sitting on the pavement eating .,3903,780
191003285_edd8d0cf58.jpg,A man wearing a black shirt and a little girl wearing an orange dress share a treat .,3904,780
191003287_2915c11d8e.jpg,A father feeding his child on the street .,3905,781
191003287_2915c11d8e.jpg,A man in a black shirt and his little girl wearing orange are sharing a treat .,3906,781
191003287_2915c11d8e.jpg,A man is feeding a child food while sitting near a building with onlookers .,3907,781
191003287_2915c11d8e.jpg,"A man , seated , serves food to a little girl .",3908,781
191003287_2915c11d8e.jpg,A man with sunglasses and a black shirt feeds ice cream to a girl with an orange dress on who is sitting beside an opened bag .,3909,781
191592626_477ef5e026.jpg,A climber is scaling a mountain cliff .,3910,782
191592626_477ef5e026.jpg,A man climbs up a mountain .,3911,782
191592626_477ef5e026.jpg,A man in a white helmet and huge backpack is rock climbing .,3912,782
191592626_477ef5e026.jpg,A mountain climber follows the edge of the mountain .,3913,782
191592626_477ef5e026.jpg,A mountain climber has reached the top of a brown rock .,3914,782
1917203130_fcaff8b10e.jpg,A child at an exhibit .,3915,783
1917203130_fcaff8b10e.jpg,a girl skips over to the fence .,3916,783
1917203130_fcaff8b10e.jpg,A little girl walks on a boardwalk with blue domes in the background .,3917,783
1917203130_fcaff8b10e.jpg,"A young girl is wearing a dress with a red , black , and white design .",3918,783
1917203130_fcaff8b10e.jpg,"Small girl in red , white and black dress looks at large silver orbs .",3919,783
1917265421_aeccf1ca38.jpg,Children participate in a sport involving swine among spectators .,3920,784
1917265421_aeccf1ca38.jpg,Children playing with a pig,3921,784
1917265421_aeccf1ca38.jpg,People are gathered around watching children with a pig .,3922,784
1917265421_aeccf1ca38.jpg,Several children pet a pig while a crowd watches .,3923,784
1917265421_aeccf1ca38.jpg,the young children are petting a piglet,3924,784
1918573100_d31cbb6b77.jpg,A black and white dog balances on a wooden plank .,3925,785
1918573100_d31cbb6b77.jpg,A dog is running on a wooden beam beside a blue fence .,3926,785
1918573100_d31cbb6b77.jpg,A dog performs acrobatic stunts on a platform .,3927,785
1918573100_d31cbb6b77.jpg,A dog walks on a red plank by a blue railing .,3928,785
1918573100_d31cbb6b77.jpg,The dog walks on the high plank .,3929,785
19212715_20476497a3.jpg,a kayaker kayaks through the water .,3930,786
19212715_20476497a3.jpg,A person kayaking in the ocean .,3931,786
19212715_20476497a3.jpg,A person kayaks in the middle of the ocean on a grey day .,3932,786
19212715_20476497a3.jpg,A person rows a boat over a large body of water .,3933,786
19212715_20476497a3.jpg,person in a boat with a paddle in hand,3934,786
1921398767_771743bf4e.jpg,A dog has a wetsuit in his mouth on the beach .,3935,787
1921398767_771743bf4e.jpg,A dog on a beach dragging an item,3936,787
1921398767_771743bf4e.jpg,A dog walking on a beach,3937,787
1921398767_771743bf4e.jpg,A tan dog dragging a deflated innertube down the beach .,3938,787
1921398767_771743bf4e.jpg,The dog on the beach has gotten a hold of something .,3939,787
1923476156_e20976b32d.jpg,A fluffy white dog on a leash with its owner riding a bike .,3940,788
1923476156_e20976b32d.jpg,A person on a bike has a white dog on a leash .,3941,788
1923476156_e20976b32d.jpg,a white dog being led by a person on a bicycle,3942,788
1923476156_e20976b32d.jpg,A white dog runs along a bicycle .,3943,788
1923476156_e20976b32d.jpg,A white dog walking beside a bicycler .,3944,788
1924234308_c9ddcf206d.jpg,A girl in a bikini and sneakers makes her way out of the water and onto the rocks .,3945,789
1924234308_c9ddcf206d.jpg,A girl in a bikini in climbing rocks .,3946,789
1924234308_c9ddcf206d.jpg,A woman in a bikini climbs rocks next to a rocky stream .,3947,789
1924234308_c9ddcf206d.jpg,A woman in a bikini is running on rocks in a stream .,3948,789
1924234308_c9ddcf206d.jpg,A young woman wearubg a bikini is climbing rocks near a creek .,3949,789
1925434818_2949a8f6d8.jpg,Several children playing in a ball pit .,3950,790
1925434818_2949a8f6d8.jpg,Some children playing in a pit full of colorful balls,3951,790
1925434818_2949a8f6d8.jpg,Three children in a ball pit .,3952,790
1925434818_2949a8f6d8.jpg,Two children fall headfirst into a colorful ball pit while a third child watches .,3953,790
1925434818_2949a8f6d8.jpg,Two children slide down a slide into a ball pit while another child looks on .,3954,790
1926129518_4350f4f552.jpg,"A spotted dog , a black dog , and a puppy converging on a tennis ball .",3955,791
1926129518_4350f4f552.jpg,Three dogs are playing in the grass .,3956,791
1926129518_4350f4f552.jpg,Three dogs play in a grassy field .,3957,791
1926129518_4350f4f552.jpg,three dogs running around in the grass with woods in the background,3958,791
1926129518_4350f4f552.jpg,Two large dogs are playing in a large grassy area .,3959,791
1928319708_ccf1f4ee72.jpg,A man is cycling on the road .,3960,792
1928319708_ccf1f4ee72.jpg,A man rides a bicycle down a road with concrete barriers .,3961,792
1928319708_ccf1f4ee72.jpg,A man rides his bicycle on a wet road .,3962,792
1928319708_ccf1f4ee72.jpg,A person biking on a road near a fence .,3963,792
1928319708_ccf1f4ee72.jpg,Man cycles through diry bike path wearing white helmet and gloves,3964,792
1931690777_897a7d8ab6.jpg,Four boys doing a cannonball jump in unison into the pool .,3965,793
1931690777_897a7d8ab6.jpg,Four boys in swim trunks jump into a swimming pool .,3966,793
1931690777_897a7d8ab6.jpg,Four boys jumping into an inground pool .,3967,793
1931690777_897a7d8ab6.jpg,Four boys jumping into a swimming pool .,3968,793
1931690777_897a7d8ab6.jpg,Four children jump in a pool .,3969,793
1932161768_996eadac87.jpg,a small dog steps onto a log .,3970,794
1932161768_996eadac87.jpg,A small white dog climbs over a log .,3971,794
1932161768_996eadac87.jpg,A small white dog with a blue collar is climbing over a large log .,3972,794
1932161768_996eadac87.jpg,A white dog jumps over a log outside .,3973,794
1932161768_996eadac87.jpg,A white terrior is jumping over a log .,3974,794
1932314876_9cc46fd054.jpg,A girl wearing a blue top has her feet in the stream .,3975,795
1932314876_9cc46fd054.jpg,A hiker puts his feet in a stream while wearing brown shoes .,3976,795
1932314876_9cc46fd054.jpg,A man wearing a blue shirt and shorts is resting on a rock soaking his feet in a rocky stream .,3977,795
1932314876_9cc46fd054.jpg,A person is sitting near smooth rocks on a stream bed .,3978,795
1932314876_9cc46fd054.jpg,"A woman dressed in a blue shirt , plaid shorts and brown shoes , soaking her feet in a rocky creek while sitting on a towel .",3979,795
1936215201_d03a75cbba.jpg,A baby boy plays outside with a blue toy .,3980,796
1936215201_d03a75cbba.jpg,A baby carrying a ball in stands in front of a house with a hose in the background .,3981,796
1936215201_d03a75cbba.jpg,A little boy is holding a blue ball in the yard .,3982,796
1936215201_d03a75cbba.jpg,A male child holding a ball standing on the sidewalk .,3983,796
1936215201_d03a75cbba.jpg,a young boy playing with a blue ball standing on a sidewalk,3984,796
1937104503_313d22a2d0.jpg,A black and white dog is playing in water .,3985,797
1937104503_313d22a2d0.jpg,a black dog is standing on a step next to a river at it shakes itself dry .,3986,797
1937104503_313d22a2d0.jpg,A dog is shaking after coming out of the water .,3987,797
1937104503_313d22a2d0.jpg,A dog is shaking water off of itself .,3988,797
1937104503_313d22a2d0.jpg,A dog shakes off water .,3989,797
1937262236_cbf5bfa101.jpg,The dogs fight over the red and pink ball .,3990,798
1937262236_cbf5bfa101.jpg,Two dogs both pull on the same orange ball while playing in the sand .,3991,798
1937262236_cbf5bfa101.jpg,two dogs fighting over a pink and red toy,3992,798
1937262236_cbf5bfa101.jpg,Two dogs play tug of war with a ball .,3993,798
1937262236_cbf5bfa101.jpg,Two dogs tug on a pink and orange ball from opposite ends .,3994,798
1947351225_288d788983.jpg,A child shows other kids his still packaged toy .,3995,799
1947351225_288d788983.jpg,A group of kids are at a birthday party .,3996,799
1947351225_288d788983.jpg,A little boy is opening gifts surrounded by a group of children and adults .,3997,799
1947351225_288d788983.jpg,Boy at birthday party shows toy off .,3998,799
1947351225_288d788983.jpg,There is a group of children getting their picture taken with presents .,3999,799
195084264_72fb347b0f.jpg,A man in a checked shirt stands next to a large wooden bowl .,4000,800
195084264_72fb347b0f.jpg,A man standing next to a large plate .,4001,800
195084264_72fb347b0f.jpg,An older man is standing next to a display of wooden trays .,4002,800
195084264_72fb347b0f.jpg,An older man poses near wooden bowls on display .,4003,800
195084264_72fb347b0f.jpg,The man wearing glasses is showing a wooden product .,4004,800
1952896009_cee8147c90.jpg,A woman carrying a purse and a bag with a baby in a backpack walking down a road .,4005,801
1952896009_cee8147c90.jpg,A woman carrying large bags walks down the street .,4006,801
1952896009_cee8147c90.jpg,A woman walking down the street carrying luggage with a baby on her back .,4007,801
1952896009_cee8147c90.jpg,A woman walking on the street with a child on her back and bags under one arm and in her other hand .,4008,801
1952896009_cee8147c90.jpg,A woman walking with a baby on her back a purple bag in her right hand and a brown one on her left shoulder .,4009,801
1956678973_223cb1b847.jpg,Children in red shirts play in the leaves .,4010,802
1956678973_223cb1b847.jpg,Four boys in red are playing with fallen leaves .,4011,802
1956678973_223cb1b847.jpg,Several children leaping into a pile of leaves on the ground .,4012,802
1956678973_223cb1b847.jpg,Small children are playing in a pile of dead leaves .,4013,802
1956678973_223cb1b847.jpg,Three kids jumping in leaves .,4014,802
1956944011_c5661d3f22.jpg,A child wearing a white shirt hangs from the playground equipment .,4015,803
1956944011_c5661d3f22.jpg,"The child in white is on the monkey bars , while the one in brown stands below .",4016,803
1956944011_c5661d3f22.jpg,Two children are playing on monkey bars .,4017,803
1956944011_c5661d3f22.jpg,Two children playing on a jungle gym .,4018,803
1956944011_c5661d3f22.jpg,Two children playing on an orange jungle gym in the winter time .,4019,803
1957371533_62bc720bac.jpg,A black and white dog shakes itself to get the water off,4020,804
1957371533_62bc720bac.jpg,A black and white dog shakes water off itself .,4021,804
1957371533_62bc720bac.jpg,A dog shaking water off .,4022,804
1957371533_62bc720bac.jpg,Black and white dog shaking its wet head .,4023,804
1957371533_62bc720bac.jpg,Wet black and white dog with black nose shaking off water .,4024,804
195962284_e57178054a.jpg,A boy in a large pool .,4025,805
195962284_e57178054a.jpg,A boy plays in the water by a building .,4026,805
195962284_e57178054a.jpg,A boy splashing through water next to a building .,4027,805
195962284_e57178054a.jpg,A boy stands in water near a Frisbee .,4028,805
195962284_e57178054a.jpg,A child splashes through water near a stone building .,4029,805
195962790_3380aea352.jpg,A woman in a purple shirt and a brown puppy sit near a fountain,4030,806
195962790_3380aea352.jpg,A woman sits by the pool with a dog while another dog is nearby .,4031,806
195962790_3380aea352.jpg,A woman sits with her feet in a shallow pool and looks at a puppy .,4032,806
195962790_3380aea352.jpg,"While the humans put their feet into the fountain , the puppy on the side with his master checks out the muzzle leash on the large rottweiler .",4033,806
195962790_3380aea352.jpg,Woman and dog cooling off at fountain,4034,806
1962729184_6996e128e7.jpg,A girl kisses her mother goodbye before she waits with the other children to start school .,4035,807
1962729184_6996e128e7.jpg,A group of children in blue clothes stand by a gate .,4036,807
1962729184_6996e128e7.jpg,A group of students in uniform stand in front of the gate .,4037,807
1962729184_6996e128e7.jpg,Crowd of people near the water .,4038,807
1962729184_6996e128e7.jpg,"Group of schoolchildren in uniforms standing at a gate , one kissing her mother goodbye .",4039,807
1965278563_8279e408de.jpg,A big brown dog floats in a canoe on the river at sunset .,4040,808
1965278563_8279e408de.jpg,A brown dog in a canoe looks out over still waters .,4041,808
1965278563_8279e408de.jpg,A dog is drifting on a lake in a small boat .,4042,808
1965278563_8279e408de.jpg,A fat dog sitting in a boat,4043,808
1965278563_8279e408de.jpg,A golden haired dog is lying in a boat that is traveling on a lake .,4044,808
1969573381_5ecfae4c80.jpg,A brown and white animal surrounded by trees .,4045,809
1969573381_5ecfae4c80.jpg,A dog standing outside is looking at the camera .,4046,809
1969573381_5ecfae4c80.jpg,A tan and white dog standing near green plants .,4047,809
1969573381_5ecfae4c80.jpg,A tan dog is standing in front of some plants .,4048,809
1969573381_5ecfae4c80.jpg,The brown dog who looks like a dingo looks out of the forest .,4049,809
197107117_4b438b1872.jpg,A mountain climber looks down from the summit,4050,810
197107117_4b438b1872.jpg,A person is rock climbing between two large rock faces .,4051,810
197107117_4b438b1872.jpg,A rock climber climbs in between two very large rocks .,4052,810
197107117_4b438b1872.jpg,A rock climber leans out from a crag against a deep blue sky .,4053,810
197107117_4b438b1872.jpg,Two large mountains stand high in the air as a person tries to climb one .,4054,810
197142902_f05ff198c2.jpg,A man and a woman in glasses blow bubbles .,4055,811
197142902_f05ff198c2.jpg,A man and woman blow bubbles .,4056,811
197142902_f05ff198c2.jpg,A man in a black shirt and a woman in a brown shirt blow bubbles with pink wands .,4057,811
197142902_f05ff198c2.jpg,an Asian man and an Asian woman are blowing bubbles from pink plastic hoops .,4058,811
197142902_f05ff198c2.jpg,A woman and man are next to each other blowing bubbles .,4059,811
197504190_fd1fc3d4b7.jpg,Two boys in a field kicking a soccer ball .,4060,812
197504190_fd1fc3d4b7.jpg,Two children are playing with a soccer ball on grass .,4061,812
197504190_fd1fc3d4b7.jpg,Two children playing with a ball on the grass .,4062,812
197504190_fd1fc3d4b7.jpg,Two children play soccer in the park .,4063,812
197504190_fd1fc3d4b7.jpg,Two little boys are playing outside with their soccer ball on the green grass .,4064,812
1975171469_84e425f61b.jpg,A boy plays a game .,4065,813
1975171469_84e425f61b.jpg,A child is playing with an arcade whack a mole style fish game .,4066,813
1975171469_84e425f61b.jpg,A little red-headed boy plays Whack Em !,4067,813
1975171469_84e425f61b.jpg,A small boy is whacking aliens that pop out of an arcade game .,4068,813
1975171469_84e425f61b.jpg,A young child plays an arcade game .,4069,813
1975531316_8b00eeaaf7.jpg,A dog is on a leash held by a woman in white shoes .,4070,814
1975531316_8b00eeaaf7.jpg,A dog with a purple leash is held by a woman wearing white shoes .,4071,814
1975531316_8b00eeaaf7.jpg,A small black and tan dog on a leash .,4072,814
1975531316_8b00eeaaf7.jpg,A small dog being held on a leash .,4073,814
1975531316_8b00eeaaf7.jpg,Small brown dog on leash,4074,814
1977827746_4e13d7e19f.jpg,A young boy and girl sit in a wagon eating corndogs .,4075,815
1977827746_4e13d7e19f.jpg,Two kids eat corndogs outside .,4076,815
1977827746_4e13d7e19f.jpg,"Two kids sit in a plastic tub outdoors , holding corndogs .",4077,815
1977827746_4e13d7e19f.jpg,Two toddlers are eating corndogs in a small wagon or bin .,4078,815
1977827746_4e13d7e19f.jpg,two young children eat corndogs .,4079,815
197924859_f6e39a7dfa.jpg,A man showering in a home outdoor shower facility .,4080,816
